;НАЗВАНИЕ;РУБРИКА;ПОДРУБРИКА;РЕГИОН;ГОРОД;АДРЕС;ТЕЛЕФОНЫ;ФАКСЫ;СОТОВЫЕ ТЕЛЕФОНЫ;EMAIL;САЙТ;X;Y;ОПИСАНИЕ;ИНДЕКС;ПН;ПЕРЕРЫВ;ВТ;ПЕРЕРЫВ;СР;ПЕРЕРЫВ;ЧТ;ПЕРЕРЫВ;ПТ;ПЕРЕРЫВ;СБ;ПЕРЕРЫВ;ВС;ПЕРЕРЫВ;ОПЛАТА;ВАЛЮТА;СРЕДНИЙ ЧЕК;КУХНЯ;ДОПОЛНИТЕЛЬНО
9,85692E+14;Колбасный дворик, магазин мясных и колбасных изделий;Продукты питания / Напитки;Мясо / Полуфабрикаты;Красноярский край;Красноярск;Воронова, 16Б\2;;;;;;92.953817998781;56.060019500745;;660131;10:00-21:00;;10:00-21:00;;10:00-21:00;;10:00-21:00;;10:00-21:00;;10:00-21:00;;10:00-21:00;;Наличный расчет;RUB;;;
9,85692E+14;Колбасный дворик, магазин мясных и колбасных изделий;Продукты питания / Напитки;Мясо птицы / Полуфабрикаты;Красноярский край;Красноярск;Воронова, 16Б\2;;;;;;92.953817998781;56.060019500745;;660131;10:00-21:00;;10:00-21:00;;10:00-21:00;;10:00-21:00;;10:00-21:00;;10:00-21:00;;10:00-21:00;;Наличный расчет;RUB;;;
9,85692E+14;Магазин фруктов и овощей на проспекте Металлургов, 9\1;Продукты питания / Напитки;Овощи / Фрукты / Ягоды / Грибы;Красноярский край;Красноярск;Металлургов проспект, 9\1;;;;;;92.970429900512;56.060508364835;;660055;08:00-22:00;;08:00-22:00;;08:00-22:00;;08:00-22:00;;08:00-22:00;;08:00-22:00;;08:00-22:00;;Наличный расчет, Оплата через интернет, Без начиный расчет, Visa, Mastercard, Золотая корона, American Express;RUB;;;
9,85692E+14;Рыбный отдел, магазин;Продукты питания / Напитки;Рыба / Морепродукты;Красноярский край;Красноярск;Быковского, 7;;;;;;92.973638721703;56.058757890325;;660055;08:00-20:00;;08:00-20:00;;08:00-20:00;;08:00-20:00;;08:00-20:00;;08:00-20:00;;08:00-20:00;;Наличный расчет;RUB;;;
9,85692E+14;Магазин деревенских продуктов на ул. 9 Мая, 17\2;Продукты питания / Напитки;Мясо / Полуфабрикаты;Красноярский край;Красноярск;9 Мая, 17\2;;;;;;92.939703087022;56.069654158406;;660127;08:30-20:00;;08:30-20:00;;08:30-20:00;;08:30-20:00;;08:30-20:00;;08:30-20:00;;08:30-20:00;;Наличный расчет;RUB;;;
9,85692E+14;Сибирский, ООО, торговый дом;Продукты питания / Напитки;Мясо / Полуфабрикаты;Красноярский край;Красноярск;Брянская, 145;89050863794;;89050863794;;;92.846530377941;56.043183940824;;660048;08:00-18:00;;08:00-18:00;;08:00-18:00;;08:00-18:00;;08:00-18:00;;Выходной;;Выходной;;Наличный расчет, Без начиный расчет;RUB;;;
9,85692E+14;Сибирский, ООО, торговый дом;Продукты питания / Напитки;Мясо птицы / Полуфабрикаты;Красноярский край;Красноярск;Брянская, 145;89050863794;;89050863794;;;92.846530377941;56.043183940824;;660048;08:00-18:00;;08:00-18:00;;08:00-18:00;;08:00-18:00;;08:00-18:00;;Выходной;;Выходной;;Наличный расчет, Без начиный расчет;RUB;;;
9,85692E+14;Магазин овощей и фруктов на ул. Тельмана, 25\5;Продукты питания / Напитки;Овощи / Фрукты / Ягоды / Грибы;Красноярский край;Красноярск;Тельмана, 25\5;;;;;;92.972371243855;56.051567063529;;660111;09:00-21:00;;09:00-21:00;;09:00-21:00;;09:00-21:00;;09:00-21:00;;09:00-21:00;;09:00-21:00;;Наличный расчет, Оплата через интернет, Без начиный расчет, Visa, Mastercard, Золотая корона, American Express;RUB;;;
9,85692E+14;Сундучок, магазин мяса и сыра;Продукты питания / Напитки;Мясо / Полуфабрикаты;Красноярский край;Красноярск;Тельмана, 27\1;;;;;;92.97201321003;56.051346307974;;660111;09:00-21:00;;09:00-21:00;;09:00-21:00;;09:00-21:00;;09:00-21:00;;09:00-21:00;;09:00-21:00;;Наличный расчет;RUB;;;
9,85692E+14;Березовский, сеть фирменных магазинов;Продукты питания / Напитки;Хлебобулочные изделия;Красноярский край;Красноярск;Металлургов проспект, 34\6;;;;;;92.945793271222;56.046896893104;;660005;08:00-20:00;;08:00-20:00;;08:00-20:00;;08:00-20:00;;08:00-20:00;;08:00-20:00;;08:00-20:00;;Наличный расчет;RUB;;;
9,85692E+14;Магазин морепродуктов на ул. Тельмана, 31\4;Продукты питания / Напитки;Рыба / Морепродукты;Красноярский край;Красноярск;Тельмана, 31\4;;;;;;92.971121882115;56.050625246498;;660111;09:00-21:00;;09:00-21:00;;09:00-21:00;;09:00-21:00;;09:00-21:00;;09:00-21:00;;09:00-21:00;;Наличный расчет;RUB;;;
9,85692E+14;Магазин фруктов и овощей на ул. Тельмана, 25\2;Продукты питания / Напитки;Овощи / Фрукты / Ягоды / Грибы;Красноярский край;Красноярск;Тельмана, 25\2;;;;;;92.973544828467;56.052354887738;;660111;09:00-21:00;;09:00-21:00;;09:00-21:00;;09:00-21:00;;09:00-21:00;;09:00-21:00;;09:00-21:00;;Наличный расчет;RUB;;;
9,85692E+14;Подводный мир, магазин морепродуктов;Продукты питания / Напитки;Рыба / Морепродукты;Красноярский край;Красноярск;Тельмана, 29\3;;;;;;92.971346476467;56.050968700596;;660111;09:00-21:00;;09:00-21:00;;09:00-21:00;;09:00-21:00;;09:00-21:00;;09:00-21:00;;09:00-21:00;;Наличный расчет;RUB;;;
9,85692E+14;Магазин фруктов и овощей на ул. 9 Мая, 27\1;Продукты питания / Напитки;Овощи / Фрукты / Ягоды / Грибы;Красноярский край;Красноярск;9 Мая, 27\1;;;;;;92.932458041131;56.066710386349;;660118;09:00-21:00;;09:00-21:00;;09:00-21:00;;09:00-21:00;;09:00-21:00;;09:00-21:00;;09:00-21:00;;Наличный расчет;RUB;;;
9,85692E+14;Магазин фруктов и овощей на ул. Партизана Железняка, 12а;Продукты питания / Напитки;Овощи / Фрукты / Ягоды / Грибы;Красноярский край;Красноярск;Партизана Железняка, 12а\1;;;;;;92.910076241163;56.027806487104;;660022;09:00-22:00;;09:00-22:00;;09:00-22:00;;09:00-22:00;;09:00-22:00;;09:00-22:00;;09:00-22:00;;Наличный расчет;RUB;;;
9,85692E+14;Комета, ООО;Продукты питания / Напитки;Мясо / Полуфабрикаты;Красноярский край;Красноярск;Северное шоссе, 5г ст7;8(391)2729168;;;;;92.947795411619;56.07996483811;;660118;09:00-18:00;;09:00-18:00;;09:00-18:00;;09:00-18:00;;09:00-18:00;;10:00-16:00;;Выходной;;Наличный расчет, Без начиный расчет;RUB;;;
9,85692E+14;Комета, ООО;Продукты питания / Напитки;Мясо птицы / Полуфабрикаты;Красноярский край;Красноярск;Северное шоссе, 5г ст7;8(391)2729168;;;;;92.947795411619;56.07996483811;;660118;09:00-18:00;;09:00-18:00;;09:00-18:00;;09:00-18:00;;09:00-18:00;;10:00-16:00;;Выходной;;Наличный расчет, Без начиный расчет;RUB;;;
9,85692E+14;Комета, ООО;Продукты питания / Напитки;Чай / Кофе;Красноярский край;Красноярск;Северное шоссе, 5г ст7;8(391)2729168;;;;;92.947795411619;56.07996483811;;660118;09:00-18:00;;09:00-18:00;;09:00-18:00;;09:00-18:00;;09:00-18:00;;10:00-16:00;;Выходной;;Наличный расчет, Без начиный расчет;RUB;;;
9,85692E+14;ТЭСНА, ООО;Продукты питания / Напитки;Чай / Кофе;Красноярский край;Красноярск;Калинина, 43;8(391)2727810, 8(391)2881630;;;tesnaltd@mail.ru;http://tesnaltd.ru;92.809194971776;56.031185704623;;660048;09:00-18:00;;09:00-18:00;;09:00-18:00;;09:00-18:00;;09:00-18:00;;Выходной;;Выходной;;Наличный расчет, Без начиный расчет;RUB;;;
